Species1,Species2,MedianDistance
9SAUR,RHIFE,0.16044021749999998
9SAUR,RHIRO,0.104328978
9SAUR,SACKO,1.7123096545
9SAUR,SAGOE,0.351661
9SAUR,SALNM,0.39931963649999996
9SAUR,SAPAP,0.113860328
9SAUR,SARHA,0.069133743
9SAUR,SCHHA,5.0468446735
9SAUR,SURSU,0.12810765200000002
9SAUR,TAEGU,0.112927366
9SAUR,TAPME,0.11678884199999999
9SAUR,TRASC,0.111828527
9SAUR,TRIMA,0.18598887849999998
9SAUR,TURTR,0.1375108475
9SAUR,TYLPA,0.137803161
9SAUR,UROPR,0.117082452
9SAUR,URSMA,0.195568187
9SAUR,VICPA,0.160364414
9SAUR,VULVU,0.1357628755
9SAUR,XENLA,0.1614537295
9SAUR,XENTR,0.15294289849999998
9SAUR,ZALCA,0.129071868
9TELE,9AMPH,0.5221188445
9TELE,9CHIR,0.5241886789999999
9TELE,9CICH,0.721212718
9TELE,9PASS,0.719866591
9TELE,9PLAT,4.197906746
9TELE,9PRIM,0.4975385244999999
9TELE,9SAUR,0.9034063614999999
9TELE,9TELE,0.706791785
9TELE,ACIJB,0.509100868
9TELE,ACIOX,0.38242912949999996
9TELE,AILME,0.519568163
9TELE,ARAGI,0.704056483
9TELE,ARCCL,0.5275270585
9TELE,ASEST,0.5456550505
9TELE,ATHCN,0.6183887625
9TELE,AUSLI,0.077800115
9TELE,AYTFU,0.44908159449999996
9TELE,BALAC,0.526712445
9TELE,BALMU,0.5254452855
9TELE,BETSP,0.7153708969999999
9TELE,BISBB,0.5276498544999999
9TELE,BOSGR,0.5158332305
9TELE,BOSIN,0.559180213
9TELE,BOVIN,0.5184876039999999
9TELE,CALJA,0.5527794964999999
9TELE,CALUR,0.5210615555
9TELE,CAMBA,0.5435446485
9TELE,CAMFR,0.5130740174999999
9TELE,CANLF,0.5382390775
9TELE,CASCN,0.5333861225
9TELE,CATUS,0.668521921
9TELE,CAVPO,0.5004103725
9TELE,CEBIM,0.5191076845
9TELE,CHACN,0.275823515
9TELE,CHICK,0.53999861
9TELE,CHILA,0.5165415904999999
9TELE,CHRAS,0.5262457859999999
9TELE,CLUHA,0.7080283789999999
9TELE,COEFR,0.5542242905
9TELE,COTCN,2.9580171815
9TELE,COTGO,0.08380860849999999
9TELE,COTJA,0.6917934674999999
9TELE,CRIGR,0.5037436835
9TELE,CYNSP,0.5816252854999999
9TELE,DANRE,0.389528459
9TELE,DELLE,0.5576603904999999
9TELE,DIPOR,0.546005355
9TELE,ECHTE,0.5403901225000001
9TELE,EOSFB,0.5074937915
9TELE,EQUAS,0.48973764799999997
9TELE,EQUPR,0.50923506
9TELE,ERIEU,0.5152693369999999
9TELE,FELCA,0.5153341235
9TELE,FICAL,0.5149076585
9TELE,GEKGE,0.43285712449999997
9TELE,GEOSA,0.549149946
9TELE,GORGO,0.6398295979999999
9TELE,GYMAC,0.14259923
9TELE,HETGA,0.5763119795
9TELE,HIPAR,0.5494228125
9TELE,HUMAN,0.5348309529999999
9TELE,HYLLA,0.5043060564999999
9TELE,ICTPU,0.30449249700000003
9TELE,LATCH,0.242131886
9TELE,LEPWE,0.5125843539999999
9TELE,LOXAF,0.5185311675
9TELE,MARMA,0.5075304624999999
9TELE,MERPO,1.768582643
9TELE,MICMU,0.4978558839999999
9TELE,MICOH,0.5005801015
9TELE,MONMO,0.515297069
9TELE,MOUSE,0.5122981065
9TELE,MUSCR,0.5162188045
9TELE,MUSPF,0.523621001
9TELE,MYOPI,0.5089154045
9TELE,NEOAA,0.534825901
9TELE,NEOSC,0.5218196445
9TELE,NOMLE,0.611824393
9TELE,OCTDE,0.5284778115
9TELE,ODORO,0.5155031135
9TELE,ODOVR,0.5240557495
9TELE,ORYAF,0.5184594735
9TELE,PANGU,0.7893358255
9TELE,PANPR,0.5105926525
9TELE,PANTR,0.4954664864999999
9TELE,PARLB,0.5407798735
9TELE,PATFA,0.5135241195
9TELE,PHOSS,0.5357934495
9TELE,PHYMC,0.5336379885
9TELE,PONAB,0.4976206655
9TELE,PONPY,0.49762067050000003
9TELE,PROSS,0.49843403199999997
9TELE,PTEVA,0.565825599
9TELE,PUMCO,0.5454354994999999
9TELE,RAT,0.5038661345
9TELE,RHIFE,0.5531778525
9TELE,RHIRO,0.49477698849999996
9TELE,SACKO,1.5661509305
9TELE,SAGOE,0.7421090104999999
9TELE,SALNM,0.638940412
9TELE,SAPAP,0.5043083385
9TELE,SARHA,0.43022154749999997
9TELE,SCHHA,4.8991370845
9TELE,SURSU,0.518166954
9TELE,TAEGU,0.539636732
9TELE,TAPME,0.4994022484999999
9TELE,TRIMA,0.5698944965
9TELE,TURTR,0.5251160445
9TELE,TYLPA,0.5282511715
9TELE,UROPR,0.5075304624999999
9TELE,URSMA,0.5860161975
9TELE,VICPA,0.572315804
9TELE,VULVU,0.52756166
9TELE,XENLA,0.54914905
9TELE,XENTR,0.542119808
9TELE,ZALCA,0.5195198784999999
ACIJB,9CHIR,0.039564934999999996
ACIJB,9PRIM,0.032766266
ACIJB,9SAUR,0.437360952
ACIJB,ACIJB,0.018468069
ACIJB,AILME,0.02744472
ACIJB,ASEST,0.04922706
ACIJB,BALAC,0.0578867025
ACIJB,BALMU,0.059399876000000004
ACIJB,BISBB,0.061604445
ACIJB,BOSGR,0.049787820999999996
ACIJB,BOSIN,0.049787829000000006
ACIJB,BOVIN,0.056502522
ACIJB,CALJA,0.086734087
ACIJB,CALUR,0.023962234
ACIJB,CAMBA,0.015974693499999998
ACIJB,CAMFR,0.015974696
ACIJB,CASCN,0.043013595
ACIJB,CAVPO,0.034364963
ACIJB,CEBIM,0.053062275000000006
ACIJB,CHILA,0.050496181
ACIJB,CHRAS,0.0562217455
ACIJB,COEFR,0.0577963
ACIJB,CRIGR,0.037698274000000004
ACIJB,CYNSP,0.115579876
ACIJB,DELLE,0.091614981
ACIJB,DIPOR,0.031497542
ACIJB,EOSFB,0.041448382000000006
ACIJB,EQUPR,0.053867065500000005
ACIJB,ERIEU,0.050995301
ACIJB,FELCA,0.0082946435
ACIJB,GORGO,0.0957593205
ACIJB,HETGA,0.11026657
ACIJB,HIPAR,0.052994822
ACIJB,HUMAN,0.069212307
ACIJB,HYLLA,0.038260647
ACIJB,LEPWE,0.0060107015
ACIJB,LOXAF,0.052485758
ACIJB,MARMA,0.041485053
ACIJB,MICMU,0.0334895465
ACIJB,MICOH,0.034534692000000006
ACIJB,MONMO,0.0492516595
ACIJB,MOUSE,0.046991376
ACIJB,MUSCR,0.050173394999999996
ACIJB,MUSPF,0.036346203
ACIJB,MYOPI,0.042869995
ACIJB,NEOAA,0.062693232
ACIJB,NEOSC,0.019993036999999998
ACIJB,NOMLE,0.0336078865
ACIJB,OCTDE,0.032049821
ACIJB,ODORO,0.010131346
ACIJB,ODOVR,0.05801034
ACIJB,ORYAF,0.035851681999999996
ACIJB,PANGU,0.32329041599999997
ACIJB,PANPR,0.0059722379999999995
ACIJB,PANTR,0.029855093
ACIJB,PHOSS,0.06974804000000001
ACIJB,PHYMC,0.0680193315
ACIJB,PONAB,0.031575256
ACIJB,PONPY,0.03157526100000001
ACIJB,PROSS,0.033284141
ACIJB,PTEVA,0.104381528
ACIJB,PUMCO,0.09006749
ACIJB,RAT,0.037820725
ACIJB,RHIFE,0.057067244
ACIJB,RHIRO,0.028731579
ACIJB,SAPAP,0.038262929
ACIJB,SURSU,0.011297559
ACIJB,TAPME,0.033356839
ACIJB,TRIMA,0.1025568555
ACIJB,TURTR,0.0626932315
ACIJB,UROPR,0.041485053
ACIJB,VICPA,0.014586162
ACIJB,VULVU,0.025942704
ACIJB,ZALCA,0.022420557
ACIOX,9AMPH,0.2132099705
ACIOX,9CHIR,0.199500389
ACIOX,9PASS,0.3771340855
ACIOX,9PRIM,0.19214926300000001
ACIOX,9SAUR,0.596858176
ACIOX,ACIJB,0.203820481
ACIOX,ACIOX,0.012399186
ACIOX,AILME,0.214281654
ACIOX,ARCCL,0.220978873
ACIOX,ASEST,0.239106865
ACIOX,ATHCN,0.213405338
ACIOX,AYTFU,0.142533409
ACIOX,BALAC,0.219266134
ACIOX,BALMU,0.2188971
ACIOX,BISBB,0.221101669
ACIOX,BOSGR,0.209285045
ACIOX,BOSIN,0.211167273
ACIOX,BOVIN,0.21588795449999998
ACIOX,CALJA,0.246231311
ACIOX,CALUR,0.21451336999999998
ACIOX,CAMBA,0.21029323449999998
ACIOX,CAMFR,0.206525832
ACIOX,CANLF,0.23169089199999998
ACIOX,CASCN,0.22593981149999998
ACIOX,CATUS,0.2930393925
ACIOX,CAVPO,0.19386218700000002
ACIOX,CEBIM,0.21255949899999999
ACIOX,CHICK,0.127553638
ACIOX,CHILA,0.209993405
ACIOX,CHRAS,0.214394083
ACIOX,COEFR,0.24767610499999998
ACIOX,COTJA,0.385245282
ACIOX,CRIGR,0.19719549799999997
ACIOX,CYNSP,0.27507709999999996
ACIOX,DELLE,0.251112205
ACIOX,DIPOR,0.2390824325
ACIOX,ECHTE,0.233841937
ACIOX,EOSFB,0.200945606
ACIOX,EQUAS,0.1831894625
ACIOX,EQUPR,0.18424659049999997
ACIOX,ERIEU,0.20967979050000002
ACIOX,FELCA,0.20980985800000002
ACIOX,FICAL,0.20835947300000002
ACIOX,GEKGE,0.126308939
ACIOX,GEOSA,0.217059023
ACIOX,GORGO,0.255144753
ACIOX,HETGA,0.269763794
ACIOX,HIPAR,0.242874627
ACIOX,HUMAN,0.228187833
ACIOX,HYLLA,0.19775787099999997
ACIOX,LEPWE,0.2060361685
ACIOX,LOXAF,0.211982982
ACIOX,MARMA,0.200982277
ACIOX,MICMU,0.19287253399999998
ACIOX,MICOH,0.19403191600000003
ACIOX,MONMO,0.20874888349999998
ACIOX,MOUSE,0.205749921
ACIOX,MUSCR,0.209670619
ACIOX,MUSPF,0.216836961
ACIOX,MYOPI,0.202367219
ACIOX,NEOAA,0.2220786645
ACIOX,NEOSC,0.21745207
ACIOX,NOMLE,0.19775784000000002
ACIOX,OCTDE,0.221929626
ACIOX,ODORO,0.208274593
ACIOX,ODOVR,0.217507564
ACIOX,ORYAF,0.211911288
ACIOX,PANGU,0.48278763999999996
ACIOX,PANPR,0.20382046850000002
ACIOX,PANTR,0.18900758550000002
ACIOX,PARLB,0.234231688
ACIOX,PATFA,0.20697593399999997
ACIOX,PHOSS,0.229245264
ACIOX,PHYMC,0.2261916715
ACIOX,PONAB,0.19107248
ACIOX,PONPY,0.191072485
ACIOX,PROSS,0.19188584649999998
ACIOX,PTEVA,0.2637886545
ACIOX,PUMCO,0.219043041
ACIOX,RAT,0.197317949
ACIOX,RHIFE,0.245064834
ACIOX,RHIRO,0.188228803
ACIOX,SAGOE,0.435560825
ACIOX,SAPAP,0.197760153
ACIOX,SARHA,0.123673362
ACIOX,SURSU,0.213497801
ACIOX,TAEGU,0.128220218
ACIOX,TAPME,0.19285406300000002
ACIOX,TRIMA,0.26275053950000005
ACIOX,TURTR,0.22207866399999998
ACIOX,TYLPA,0.221702986
ACIOX,UROPR,0.200982277
ACIOX,URSMA,0.279468012
ACIOX,VICPA,0.2262525185
ACIOX,VULVU,0.211720731
ACIOX,XENLA,0.2438708335
ACIOX,XENTR,0.23684272350000002
ACIOX,ZALCA,0.212971693
AILME,9CHIR,0.051789227
AILME,9PRIM,0.0440858
AILME,9SAUR,0.44995363699999996
AILME,ACIJB,0.027853645000000003
AILME,AILME,0.036830296
AILME,ASEST,0.05968823300000001
AILME,BALAC,0.070479385
AILME,BALMU,0.071992561
AILME,BISBB,0.07419713
AILME,BOSGR,0.062380506
AILME,BOSIN,0.062380514
AILME,BOVIN,0.0667592325
AILME,CALJA,0.09932677200000001
AILME,CALUR,0.042854949
AILME,CAMBA,0.0348674085
AILME,CAMFR,0.034867411
AILME,CASCN,0.054550364500000004
AILME,CAVPO,0.046957648
AILME,CEBIM,0.06565496
AILME,CHILA,0.063088866
AILME,CHRAS,0.067758508
AILME,COEFR,0.068257473
AILME,CRIGR,0.050290958999999996
AILME,CYNSP,0.128172561
AILME,DELLE,0.104207666
AILME,DIPOR,0.0430343415
AILME,EOSFB,0.054041067
AILME,EQUPR,0.0664597505
AILME,ERIEU,0.0618166125
AILME,FELCA,0.016667907
AILME,GORGO,0.106016031
AILME,HETGA,0.122859255
AILME,HIPAR,0.063455995
AILME,HUMAN,0.080749077
AILME,HYLLA,0.050853332
AILME,LEPWE,0.0164718745
AILME,LOXAF,0.065078443
AILME,MARMA,0.054077738
AILME,MICMU,0.04408578
AILME,MICOH,0.047127377
AILME,MONMO,0.061844344499999995
AILME,MOUSE,0.058845382
AILME,MUSCR,0.06276608
AILME,MUSPF,0.045731779
AILME,MYOPI,0.05546268
AILME,NEOAA,0.0729499425
AILME,NEOSC,0.029378612999999998
AILME,NOMLE,0.043864597000000005
AILME,OCTDE,0.042510993999999996
AILME,ODORO,0.019516922
AILME,ODOVR,0.070603025
AILME,ORYAF,0.048444367
AILME,PANGU,0.33588310099999996
AILME,PANPR,0.021919348
AILME,PANTR,0.042013762
AILME,PHOSS,0.082340725
AILME,PHYMC,0.07947122300000001
AILME,PONAB,0.044167940999999995
AILME,PONPY,0.044167946
AILME,PROSS,0.0449813075
AILME,PTEVA,0.112166778
AILME,PUMCO,0.09606063000000001
AILME,RAT,0.05041341
AILME,RHIFE,0.066452825
AILME,RHIRO,0.041324264
AILME,SAPAP,0.050855614
AILME,SURSU,0.020683145
AILME,TAPME,0.045949524
AILME,TRIMA,0.11396378300000001
AILME,TURTR,0.07294994199999999
AILME,UROPR,0.054077738
AILME,VICPA,0.033478877000000004
AILME,VULVU,0.036403885500000004
AILME,ZALCA,0.041313272
ALLSI,9AMPH,0.079984046
ALLSI,9AVES,0.029629051
ALLSI,9CHIR,0.067718452
ALLSI,9CICH,0.428028679
ALLSI,9PASS,0.198928641
ALLSI,9PLAT,3.9307683565
ALLSI,9PRIM,0.059646632
ALLSI,9SAUR,0.025088705000000003
ALLSI,9TELE,0.4378919025
ALLSI,ACIJB,0.071151885
ALLSI,ACIOX,0.131343717
ALLSI,AILME,0.08374457
ALLSI,ARAGI,0.6991922825
ALLSI,ARCCL,0.089635166
ALLSI,ASEST,0.107763158
ALLSI,ATHCN,0.100702051
ALLSI,AUSLI,0.4332963905
ALLSI,AYTFU,0.029830122
ALLSI,BALAC,0.0860402195
ALLSI,BALMU,0.087553393
ALLSI,BETSP,0.422186858
ALLSI,BISBB,0.089757962
ALLSI,BOSGR,0.077941338
ALLSI,BOSIN,0.07794135099999999
ALLSI,BOVIN,0.0845442475
ALLSI,CALJA,0.114887604
ALLSI,CALUR,0.083169663
ALLSI,CAMBA,0.0789495275
ALLSI,CAMFR,0.075182125
ALLSI,CANLF,0.100347185
ALLSI,CASCN,0.093090993
ALLSI,CATUS,0.17101589550000001
ALLSI,CAVPO,0.06251848
ALLSI,CEBIM,0.081215792
ALLSI,CHACN,0.296150903
ALLSI,CHEAB,0.010168358
ALLSI,CHESE,0.010140014000000001
ALLSI,CHICK,0.012968131
ALLSI,CHILA,0.07864969799999999
ALLSI,CHRAS,0.08116815599999999
ALLSI,CLUHA,0.41484434000000003
ALLSI,COEFR,0.116332398
ALLSI,COTCN,3.052161507
ALLSI,COTGO,0.41169896100000003
ALLSI,COTJA,0.253901575
ALLSI,CRIGR,0.06585179099999999
ALLSI,CYNSP,0.143733393
ALLSI,DANRE,0.4258382555
ALLSI,DELLE,0.119768498
ALLSI,DIPOR,0.10585651600000001
ALLSI,ECHTE,0.10249823
ALLSI,EOSFB,0.069601899
ALLSI,EQUAS,0.05184575550000001
ALLSI,EQUPR,0.051020666000000006
ALLSI,ERIEU,0.0773774445
ALLSI,EUBMA,0.031682485999999996
ALLSI,FELCA,0.078466151
ALLSI,FICAL,0.095656186
ALLSI,GEKGE,0.022327088000000002
ALLSI,GEOSA,0.0838330965
ALLSI,GORGO,0.123801046
ALLSI,GYMAC,0.465309566
ALLSI,HETGA,0.138420087
ALLSI,HIPAR,0.11153092
ALLSI,HUMAN,0.095765097
ALLSI,HYLLA,0.066414164
ALLSI,ICTPU,0.324484345
ALLSI,LATCH,0.11910916400000002
ALLSI,LEPWE,0.0746924615
ALLSI,LOXAF,0.080639275
ALLSI,MARMA,0.06963857
ALLSI,MERPO,1.863044353
ALLSI,MICMU,0.059646611999999995
ALLSI,MICOH,0.062688209
ALLSI,MONDO,0.01253371
ALLSI,MONMO,0.07740517649999999
ALLSI,MOUSE,0.074406214
ALLSI,MUSCR,0.078326912
ALLSI,MUSPF,0.086046493
ALLSI,MYOPI,0.071023512
ALLSI,NEOAA,0.09073495749999999
ALLSI,NEOSC,0.086606443
ALLSI,NOMLE,0.066414133
ALLSI,OCTDE,0.090585919
ALLSI,ODORO,0.078813102
ALLSI,ODOVR,0.086163857
ALLSI,ORNAN,0.029562488
ALLSI,ORYAF,0.080567581
ALLSI,PANGU,0.351443933
ALLSI,PANPR,0.07115189499999999
ALLSI,PANTR,0.057574594
ALLSI,PARLB,0.102887981
ALLSI,PATFA,0.094272647
ALLSI,PELSI,0.013518618
ALLSI,PHOSS,0.097901557
ALLSI,PHYMC,0.0929657505
ALLSI,PONAB,0.059728773
ALLSI,PONPY,0.059728778
ALLSI,PROSS,0.060542139499999995
ALLSI,PTEVA,0.133431105
ALLSI,PUMCO,0.085817114
ALLSI,RAT,0.065974242
ALLSI,RHIFE,0.115603342
ALLSI,RHIRO,0.056885095999999996
ALLSI,SACKO,1.658746391
ALLSI,SAGOE,0.304217118
ALLSI,SALNM,0.345756373
ALLSI,SAPAP,0.06641644599999999
ALLSI,SARHA,0.010970055000000001
ALLSI,SCHHA,4.993281410000001
ALLSI,SURSU,0.082416125
ALLSI,TAEGU,0.01440253
ALLSI,TAPME,0.061510355999999995
ALLSI,TRASC,0.011768053
ALLSI,TRIMA,0.13071038999999998
ALLSI,TURTR,0.090734957
ALLSI,TYLPA,0.090359279
ALLSI,UROPR,0.06963857
ALLSI,URSMA,0.148124305
ALLSI,VICPA,0.0949088115
ALLSI,VULVU,0.0801432155
ALLSI,XENLA,0.1125271265
ALLSI,XENTR,0.103910531
ALLSI,ZALCA,0.081627986
ANOCA,9AMPH,0.0731797485
ANOCA,9ANUR,0.251854166
ANOCA,9AVES,0.054516140500000004
ANOCA,9CHIR,0.060104721
ANOCA,9CICH,0.4604949575
ANOCA,9PASE,0.067901511
ANOCA,9PASS,0.09249191699999999
ANOCA,9PLAT,3.9632346375
ANOCA,9PRIM,0.05211904099999999
ANOCA,9SAUR,0.0714756005
ANOCA,9TELE,0.4703581835
ANOCA,ACIJB,0.06434757599999999
ANOCA,ACIOX,0.163809998
ANOCA,AILME,0.076130839
ANOCA,ALLSI,0.032466290999999994
ANOCA,ANOCA,0.0016188819999999999
ANOCA,ARAGI,0.7316585634999999
ANOCA,ARCCL,0.082021435
ANOCA,ASEST,0.10014942699999999
ANOCA,ATHCN,0.19102252399999997
ANOCA,AUSLI,0.466572101
ANOCA,AYTFU,0.062296403
ANOCA,BALAC,0.0792359195
ANOCA,BALMU,0.079939662
ANOCA,BETSP,0.45546256249999995
ANOCA,BISBB,0.082144231
ANOCA,BOSGR,0.07032760699999999
ANOCA,BOSIN,0.07113705099999999
ANOCA,BOVIN,0.07693051649999999
ANOCA,CALJA,0.10727387299999999
ANOCA,CALUR,0.07555593199999999
ANOCA,CAMBA,0.07133579649999999
ANOCA,CAMFR,0.067568394
ANOCA,CANLF,0.09273345399999999
ANOCA,CASCN,0.0862351025
ANOCA,CATUS,0.136903997
ANOCA,CAVPO,0.054904748999999996
ANOCA,CEBIM,0.073602061
ANOCA,CHACN,0.3285226325
ANOCA,CHEAB,0.042634639
ANOCA,CHESE,0.042606295
ANOCA,CHICK,0.049491231499999996
ANOCA,CHILA,0.071035967
ANOCA,CHRAS,0.074363861
ANOCA,CLUHA,0.447310621
ANOCA,COEFR,0.10871866699999999
ANOCA,COTCN,3.084627788
ANOCA,COTGO,0.444165242
ANOCA,COTJA,0.278291422
ANOCA,CRIGR,0.058238059999999994
ANOCA,CROPO,0.028845045000000003
ANOCA,CYACU,0.14065046999999997
ANOCA,CYNSP,0.136119662
ANOCA,DANRE,0.457495107
ANOCA,DELLE,0.11215476699999999
ANOCA,DIPOR,0.0990522175
ANOCA,ECHTE,0.09488449900000001
ANOCA,EOSFB,0.061988167999999996
ANOCA,EQUAS,0.045057138999999996
ANOCA,EQUPR,0.044216368500000006
ANOCA,ERIEU,0.06976371349999999
ANOCA,EUBMA,0.064148767
ANOCA,FELCA,0.07085242
ANOCA,FICAL,0.125744827
ANOCA,GEKGE,0.05479336900000001
ANOCA,GEKJA,0.098542451
ANOCA,GEOFO,0.09206779
ANOCA,GEOSA,0.07702880100000001
ANOCA,GORGO,0.116187315
ANOCA,GYMAC,0.497775847
ANOCA,HETGA,0.13080635599999998
ANOCA,HIPAR,0.103917189
ANOCA,HUMAN,0.088157611
ANOCA,HYLLA,0.058800433
ANOCA,ICTPU,0.357760051
ANOCA,LATCH,0.151575445
ANOCA,LEPWE,0.0670787305
ANOCA,LOXAF,0.073025544
ANOCA,MARMA,0.062024839
ANOCA,MELGA,0.048403685
ANOCA,MELUD,0.0625327385
ANOCA,MERPO,1.8955106339999999
ANOCA,MICMU,0.052842311999999995
ANOCA,MICOH,0.055074477999999996
ANOCA,MONDO,0.044999991
ANOCA,MONMO,0.0697914455
ANOCA,MOUSE,0.066792483
ANOCA,MUSCR,0.070713181
ANOCA,MUSPF,0.07786035649999999
ANOCA,MYOPI,0.063409781
ANOCA,NEOAA,0.0831212265
ANOCA,NEOSC,0.079342675
ANOCA,NOMLE,0.058800402
ANOCA,NOTPE,0.076464336
ANOCA,OCTDE,0.082972188
ANOCA,ODORO,0.070389939
ANOCA,ODOVR,0.078550126
ANOCA,ORNAN,0.062028769
ANOCA,ORYAF,0.07295384999999999
ANOCA,PANGU,0.343830202
ANOCA,PANPR,0.0643476
ANOCA,PANTR,0.05005014749999999
ANOCA,PARLB,0.09527425
ANOCA,PATFA,0.1285554555
ANOCA,PELSI,0.045984898999999996
ANOCA,PHACI,0.028845035
ANOCA,PHOSS,0.090287826
ANOCA,PHYMC,0.0861614495
ANOCA,PONAB,0.052115042
ANOCA,PONPY,0.052115047
ANOCA,PROSS,0.052928408499999996
ANOCA,PTEVA,0.12581737399999998
ANOCA,PUMCO,0.079012819
ANOCA,RAT,0.058360511
ANOCA,RHIFE,0.10718018
ANOCA,RHIRO,0.049271365
ANOCA,SACKO,1.6912126719999998
ANOCA,SAGOE,0.296603387
ANOCA,SALNM,0.378222654
ANOCA,SAPAP,0.058802715
ANOCA,SARHA,0.043436336000000006
ANOCA,SCHHA,5.025747690999999
ANOCA,SURSU,0.074802394
ANOCA,TAEGU,0.047678247
ANOCA,TAPME,0.053896625
ANOCA,TRASC,0.044234334
ANOCA,TRIMA,0.12272032
ANOCA,TURTR,0.08312122599999999
ANOCA,TYLPA,0.082745548
ANOCA,UROPR,0.062024839
ANOCA,URSMA,0.140510574
ANOCA,VICPA,0.08729508050000001
ANOCA,VULVU,0.072440301
ANOCA,XENLA,0.1049133955
ANOCA,XENTR,0.0971062335
ANOCA,ZALCA,0.074014255
ARAGI,9AMPH,0.66949037
ARAGI,9ANUR,0.658365853
ARAGI,9AVES,0.46102782749999993
